0, 0.0806785, 1
1, 0.161357, 1
2, 0.229999, 1
3, 0.298641, 1
4, 0.357042, 1
5, 0.415443, 1
6, 0.465131, 1
7, 0.514819, 1
8, 0.557094, 1
9, 0.599369, 1
10, 0.635336, 1
11, 0.671304, 1
12, 0.701906, 1
13, 0.732508, 1
14, 0.758544, 1
15, 0.78458, 1
16, 0.806731, 1
17, 0.828883, 1
18, 0.84773, 1
19, 0.866577, 1
20, 0.882612, 1
21, 0.898647, 1
22, 0.91229, 1
23, 0.925932, 1
24, 0.93754, 1
25, 0.949147, 1
26, 0.959023, 1
27, 0.968898, 1
28, 0.9773, 1
29, 0.985703, 1
30, 0.992851, 1
31, 1, 1
32, 1, 0
33, 1, 0
34, 1, 0
35, 1, 0
36, 1, 0
37, 1, 0
38, 1, 0
39, 1, 0
40, 1, 0
41, 1, 0
42, 1, 0
43, 1, 0
44, 1, 0
45, 1, 0
46, 1, 0
47, 1, 0
48, 1, 0
49, 1, 0
50, 1, 0
51, 1, 0
52, 1, 0
53, 1, 0
54, 1, 0
55, 1, 0
56, 1, 0
57, 1, 0
58, 1, 0
59, 1, 0
60, 1, 0
61, 1, 0
62, 1, 0
63, 1, 0
64, 1, 0
